basic_number,class_number,term,language
20078,2,gum resins,en
20077,2,gum-lac / shellac,en
20086,2,indigo [colorant],en
20133,2,"ink cartridges, filled, for printers and photocopiers",en
20033,2,ink for leather,en
20121,2,ink for printers and photocopiers,en
20115,2,lacquers*,en
20073,2,lamp black [pigment],en
20042,2,lime wash,en
20035,2,malt caramel [food colouring] / malt caramel [food coloring],en
20048,2,malt colorants,en
20067,2,marking ink for animals,en
20141,2,masking fluid for use in watercolour painting / masking fluid for use in watercolor painting,en
20091,2,mastic [natural resin],en
20092,2,"metal foil for use in painting, decorating, printing and art",en
20090,2,"metals in powder form for use in painting, decorating, printing and art",en
20002,2,mordants*,en
20061,2,"natural resins, raw",en
20127,2,oil paints for use in art,en
20082,2,oils for the preservation of wood,en
20089,2,orange lead / litharge,en
20001,2,paints*,en
20096,2,paper for dyeing Easter eggs,en
20059,2,pigments,en
20108,2,primers,en
20043,2,printers' pastes [ink],en
20066,2,printing ink,en
20094,2,protective preparations for metals,en
20095,2,red lead / minium,en
20125,2,repositionable paint patches,en
20099,2,saffron [colorant],en
20100,2,sandarac,en
20041,2,shoe dyes,en
20068,2,siccatives [drying agents] for paints,en
20029,2,sienna earth,en
20015,2,silver emulsions [pigments],en
20014,2,silver paste,en
20016,2,silvering powders,en
20101,2,soot [colorant],en
20057,2,stains for leather / mordants for leather,en
20102,2,sumac for varnishes,en
20138,2,tattooing ink,en
20055,2,thickeners for paints,en
20054,2,thinners for lacquers,en
20053,2,thinners for paints,en
20106,2,titanium dioxide [pigment],en
20123,2,"toner cartridges, filled, for printers and photocopiers",en
20132,2,toner for printers and photocopiers,en
20060,2,turmeric [colorant],en
20124,2,turpentine [thinner for paints],en
20040,2,undercoating for vehicle chassis / undersealing for vehicle chassis,en
20003,2,varnishes*,en
20126,2,watercolour paints for use in art / watercolor paints for use in art,en
20038,2,white lead,en
20110,2,whitewash,en
20026,2,wood coatings [paints],en
20134,2,wood floor finishes,en
20027,2,wood mordants,en
20049,2,wood preservatives,en
20028,2,wood stains,en
20074,2,yellowwood [colorant],en
20081,2,zinc oxide [pigment],en
30166,3,abrasive paper,en
30165,3,abrasives*,en
30283,3,adhesive tapes for affixing false hair,en
30178,3,adhesives for affixing false eyelashes,en
30001,3,adhesives for affixing false hair,en
30199,3,adhesives for cosmetic purposes,en
30200,3,after-shave lotions,en
30282,3,agarwood [incense],en
30246,3,air fragrance reed diffusers,en
30215,3,air fragrancing preparations,en
30169,3,almond milk for cosmetic purposes,en
30006,3,almond oil for cosmetic purposes,en
30007,3,almond soap,en
30219,3,aloe vera preparations for cosmetic purposes,en
30168,3,alum stones [astringents],en
30008,3,amber [perfume],en
30167,3,ammonia [volatile alkali] [detergent] / volatile alkali [ammonia] [detergent],en
30163,3,antiperspirant soap,en
30162,3,antiperspirants [toiletries],en
30261,3,antistatic dryer sheets / antistatic drier sheets,en
30083,3,antistatic preparations for household purposes,en
30172,3,aromatics [essential oils],en
30191,3,astringents for cosmetic purposes,en
30251,3,baby wipes impregnated with cleaning preparations,en
30015,3,badian essence,en
30222,3,"balms, other than for medical purposes",en
30252,3,basma [cosmetic dye],en
30285,3,bath bombs,en
30230,3,"bath preparations, not for medical purposes",en
30175,3,"bath salts, not for medical purposes",en
30271,3,bath tea for cosmetic purposes,en
30176,3,beard dyes,en
30020,3,beauty masks,en
30021,3,bergamot oil,en
30192,3,bleaching preparations [decolorants] for cosmetic purposes,en
30247,3,bleaching preparations [decolorants] for household purposes,en
30026,3,bleaching salts,en
30027,3,bleaching soda,en
30262,3,body glitter,en
30256,3,body paint for cosmetic purposes,en
30250,3,breath freshening preparations for personal hygiene,en
30204,3,breath freshening sprays,en
30216,3,breath freshening strips,en
30107,3,cake flavourings [essential oils] / cake flavorings [essential oils],en
30152,3,cakes of toilet soap / cakes of soap,en
30209,3,canned pressurized air for cleaning and dusting purposes,en
30035,3,carbides of metal [abrasives],en
30245,3,chemical cleaning preparations for household purposes,en
30067,3,cleaning chalk,en
30104,3,cleaning preparations,en
30238,3,"cleansers for intimate personal hygiene purposes, non-medicated",en
30123,3,cleansing milk for toilet purposes,en
30211,3,cloths impregnated with a detergent for cleaning,en
30050,3,cobblers' wax,en
30234,3,collagen preparations for cosmetic purposes,en
30060,3,colorants for toilet purposes,en
30260,3,colour run prevention laundry sheets / color run prevention laundry sheets,en
30174,3,colour-brightening chemicals for household purposes [laundry] / color-brightening chemicals for household purposes [laundry],en
30087,3,colour-removing preparations / color-removing preparations,en
30264,3,cooling sprays for cosmetic purposes,en
30062,3,corundum [abrasive],en
30071,3,cosmetic creams,en
30156,3,cosmetic dyes,en
30069,3,cosmetic pencils,en
30016,3,cosmetic preparations for baths,en
30043,3,cosmetic preparations for eyelashes,en
30142,3,cosmetic preparations for skin care,en
30177,3,cosmetic preparations for slimming purposes,en
30269,3,"cosmetic stamps, filled",en
30065,3,cosmetics,en
30063,3,cosmetics for animals,en
30249,3,cosmetics for children,en
30019,3,cotton swabs for cosmetic purposes / cotton sticks for cosmetic purposes,en
30066,3,cotton wool for cosmetic purposes,en
30259,3,cotton wool impregnated with make-up removing preparations,en
30074,3,creams for leather / waxes for leather,en
30181,3,decorative transfers for cosmetic purposes,en
30077,3,"degreasing preparations, other than for use in manufacturing processes",en
30210,3,dental bleaching gels,en
30079,3,dentifrices*,en
30198,3,denture polishes,en
30149,3,deodorant soap,en
30180,3,deodorants for human beings or for animals,en
30217,3,deodorants for pets,en
30096,3,depilatory preparations / depilatories,en
30281,3,depilatory sugar paste,en
30097,3,depilatory wax,en
30081,3,descaling preparations for household purposes,en
30266,3,detergent tablets for coffee machines,en
30280,3,detergents for dishwashing machines / dishwasher detergents,en
30075,3,"detergents, other than for use in manufacturing operations and for medical purposes",en
30082,3,diamantine [abrasive],en
30265,3,"disposable steam-heated masks, not for medical purposes",en
30263,3,double eyelid tapes,en
30218,3,douching preparations for personal sanitary or deodorant purposes [toiletries],en
30267,3,dressings for nail reconstruction,en
30223,3,dry shampoos*,en
30205,3,dry-cleaning preparations,en
30214,3,drying agents for dishwashing machines / drying agents for dishwashers,en
30058,3,eau de Cologne,en
30094,3,emery,en
30086,3,emery cloth,en
30084,3,emery paper,en
30274,3,essential oil-based creams for aromatherapy use,en
30100,3,essential oils / ethereal oils,en
30270,3,essential oils for aromatherapy use,en
30037,3,essential oils of cedarwood,en
30226,3,essential oils of citron,en
30056,3,essential oils of lemon,en
30099,3,ethereal essences,en
30101,3,extracts of flowers [perfumes],en
30243,3,"eye-washes, not for medical purposes",en
30131,3,eyebrow cosmetics,en
30154,3,eyebrow pencils,en
30284,3,eyebrow styling wax,en
30193,3,fabric softeners for laundry use,en
30042,3,false eyelashes,en
30136,3,false nails,en
30173,3,flavourings for beverages [essential oils] / flavorings for beverages [essential oils],en
30241,3,floor wax,en
30206,3,floor wax removers [scouring preparations],en
30236,3,food flavourings [essential oils] / food flavorings [essential oils],en
30108,3,gaultheria oil,en
30253,3,gel eye patches for cosmetic purposes,en
30110,3,geraniol,en
30161,3,glass cloth [abrasive cloth],en
30111,3,greases for cosmetic purposes,en
30003,3,grinding preparations / sharpening preparations,en
30231,3,hair conditioners,en
30040,3,hair dyes / hair colorants,en
30034,3,hair lotions*,en
30201,3,hair spray,en
30232,3,hair straightening preparations,en
30041,3,hair waving preparations / waving preparations for the hair,en
30113,3,heliotropine,en
30227,3,henna [cosmetic dye],en
30239,3,herbal extracts for cosmetic purposes,en
30112,3,hydrogen peroxide for cosmetic purposes,en
30095,3,incense*,en
30121,3,ionone [perfumery],en
30115,3,jasmine oil,en
30089,3,Javelle water / potassium hypochloride,en
30213,3,joss sticks,en
30085,3,lacquer-removing preparations,en
30278,3,laundry balls filled with laundry detergents / washing balls filled with laundry detergents,en
30028,3,laundry bleach / laundry bleaching preparations,en
30014,3,laundry blueing,en
30029,3,laundry glaze,en
30124,3,laundry preparations,en
30098,3,laundry soaking preparations / preparations for soaking laundry,en
30116,3,lavender oil,en
30090,3,lavender water,en
30025,3,leather bleaching preparations,en
30061,3,leather preservatives [polishes] / preservatives for leather [polishes],en
30221,3,lip glosses,en
30229,3,lipstick cases,en
30018,3,lipsticks,en
30257,3,liquid latex body paint for cosmetic purposes,en
30122,3,lotions for cosmetic purposes,en
30102,3,make-up,en
30064,3,make-up palettes containing cosmetics,en
30147,3,make-up powder,en
30033,3,make-up preparations,en
30078,3,make-up removing preparations,en
30202,3,mascara,en
30248,3,massage candles for cosmetic purposes,en
30220,3,"massage gels, other than for medical purposes",en
30255,3,micellar water,en
30128,3,mint essence [essential oil],en
30129,3,mint for perfumery,en
30052,3,moustache wax / mustache wax,en
30031,3,"mouthwashes, not for medical purposes",en
30132,3,musk [perfumery],en
30224,3,nail art stickers,en
30137,3,nail care preparations,en
30254,3,nail glitter,en
30032,3,nail varnish / nail polish,en
30240,3,nail varnish removers / nail polish removers,en
30133,3,neutralizers for permanent waving,en
30208,3,non-slipping liquids for floors,en
30207,3,non-slipping wax for floors,en
30158,3,oil of turpentine for degreasing,en
30117,3,oils for cleaning purposes,en
30114,3,oils for cosmetic purposes,en
30118,3,oils for perfumes and scents,en
30120,3,oils for toilet purposes,en
30179,3,paint stripping preparations,en
30073,3,pastes for razor strops,en
30141,3,perfumery,en
30135,3,perfumes,en
30109,3,petroleum jelly for cosmetic purposes,en
30237,3,phytocosmetic preparations,en
30047,3,polish for furniture and flooring,en
30070,3,polishing creams,en
30139,3,polishing paper,en
30045,3,polishing preparations,en
30011,3,polishing rouge / jewellers' rouge,en
30144,3,polishing stones,en
30054,3,polishing wax,en
30146,3,pomades for cosmetic purposes,en
30203,3,potpourris [fragrances],en
30194,3,preparations for cleaning dentures,en
30195,3,preparations for unblocking drain pipes,en
30212,3,preparations to make the leaves of plants shiny,en
30145,3,pumice stone,en
30093,3,quillaia bark for washing,en
30119,3,rose oil,en
30170,3,rust removing preparations,en
30150,3,sachets for perfuming linen,en
30151,3,safrol,en
30160,3,sandcloth / abrasive cloth,en
30140,3,sandpaper / glass paper,en
30091,3,scented water,en
30030,3,scented wood,en
30076,3,scouring solutions,en
30275,3,serums for cosmetic purposes,en
30242,3,shampoos for animals [non-medicated grooming preparations],en
30196,3,shampoos for pets [non-medicated grooming preparations],en
30134,3,shampoos*,en
30148,3,shaving preparations,en
30017,3,shaving soap,en
30005,3,shaving stones [astringents],en
30272,3,sheet masks for cosmetic purposes,en
30048,3,shining preparations [polish],en
30039,3,shoe cream,en
30228,3,shoe polish,en
30046,3,shoe wax,en
30049,3,shoemakers' wax,en
30036,3,silicon carbide [abrasive],en
30277,3,skin hydrators for cosmetic purposes,en
30023,3,skin whitening creams / cream for whitening the skin,en
30127,3,smoothing preparations [starching],en
30002,3,smoothing stones,en
30013,3,soap for brightening textile,en
30143,3,soap for foot perspiration,en
30012,3,soap*,en
30153,3,soda lye,en
30068,3,stain removers,en
30010,3,starch for laundry purposes / laundry starch,en
30009,3,starch glaze for laundry purposes,en
30171,3,sun-tanning preparations [cosmetics],en
30225,3,sunscreen preparations,en
30055,3,tailors' wax,en
30155,3,"talcum powder, for toilet use",en
30276,3,teeth whitening pens,en
30235,3,teeth whitening strips,en
30159,3,terpenes [essential oils],en
30197,3,tissues impregnated with cosmetic lotions,en
30233,3,tissues impregnated with make-up removing preparations,en
30092,3,toilet water,en
30125,3,toiletry preparations*,en
30273,3,toners for cosmetic purposes,en
30258,3,toothpaste*,en
30164,3,tripoli stone for polishing,en
30157,3,turpentine for degreasing,en
30244,3,vaginal washes for personal sanitary or deodorant purposes,en
30088,3,varnish-removing preparations,en
30038,3,volcanic ash for cleaning,en
30138,3,wallpaper cleaning preparations,en
30072,3,"washing soda, for cleaning",en
30279,3,washing-up liquids / dish soaps,en
30053,3,wax for parquet floors,en
30268,3,wax melts [fragrancing preparations],en
30022,3,whiting,en
30126,3,windscreen cleaning liquids / windshield cleaning liquids,en
40085,4,"additives, non-chemical, to motor fuel",en
40003,4,alcohol [fuel],en
40008,4,anthracite,en
40116,4,beeswax for use in the manufacture of cosmetics,en
40001,4,beeswax*,en
40028,4,belting wax,en
40112,4,benzene fuel,en
40110,4,benzine,en
40111,4,biomass fuel,en
40067,4,bone oil for industrial purposes,en
